method,lambda,seed,auc,acc,f1,dp_gap,eo_gap,eopp_gap,ev,mmd_alpha,linsep_alpha,nonlinsep_alpha,dp_alpha
FairAA_Adv,0.3,2,0.5443922369765065,0.574,0.2140221402214022,0.1190234796182752,0.13165698501035866,0.013333333333333308,0.20703527699528335,0.011732111435974746,0.5129898013955985,0.4687063875469672,0.016087037153602272
FairAA_Adv,1.0,2,0.5443922369765065,0.572,0.21323529411764705,0.08250856949741708,0.09064873867652434,0.013333333333333308,0.20698788512392097,0.009039896919394774,0.49887278582930766,0.44702093397745574,0.013340306617508152
FairAA_Adv,3.0,2,0.5427170582226762,0.564,0.21014492753623187,0.05714607573343633,0.062192793597920126,0.013333333333333308,0.2068097924033615,0.005803077017730085,0.490499194847021,0.4705314009661835,0.009096761411285119
FairAA_Adv,10.0,2,0.5395301327885598,0.464,0.1927710843373494,0.015883744508279896,0.039999999999999925,0.039999999999999925,0.2064304787357384,0.004215253048245382,0.49634997316156737,0.46913580246913583,0.0035017256512724667
FairAA_Adv,30.0,2,0.5548110316649643,0.582,0.19305019305019305,0.03418143195094864,0.09999999999999998,0.09999999999999998,0.2062634426939397,0.004332594214786212,0.49361245303274287,0.5091787439613527,0.0012603995453956591
FairAA_Adv,100.0,2,0.5384269662921348,0.53,0.1696113074204947,0.987012987012987,0.9902912621359223,0.96,-0.1710078603898446,3.070671717415774,1.0,1.0,0.28320276430371155
FairPCA_AA,0.0,2,0.5481103166496425,0.566,0.21660649819494585,0.12523535943610287,0.13450054840151116,0.046666666666666634,0.21063735061302957,0.013574194579914989,0.49232420826623724,0.4783682232957595,0.018604690004536087
FairPCA_AA,0.03,2,0.5481103166496425,0.566,0.21660649819494585,0.12523535943610287,0.13450054840151116,0.046666666666666634,0.1946147375730719,0.01357416855986937,0.49232420826623724,0.4783682232957595,0.01860467324629349
FairPCA_AA,0.1,2,0.5481103166496425,0.566,0.21660649819494585,0.12523535943610287,0.13450054840151116,0.046666666666666634,0.19443826674082842,0.013574195869223427,0.49232420826623724,0.4783682232957595,0.018604693107764563
FairPCA_AA,0.3,2,0.5481103166496425,0.566,0.21660649819494585,0.12523535943610287,0.13450054840151116,0.046666666666666634,0.1943311675493028,0.013574366314612618,0.49232420826623724,0.48083735909822867,0.01860602475715472
FairPCA_AA,1.0,2,0.5486414708886619,0.558,0.2078853046594982,0.12462382722605769,0.13801438030629237,0.013333333333333308,0.19303895407558636,0.013599397148047532,0.49500805152979066,0.4709071390230811,0.01872734992592298
